Pass Index,Pass Time,Pass Distance,Ground Made Up,# Defenders Passed,Passer,Transition Index,Transition Trigger,Outcome,OutcomeMSG,OutcomeMSGaction,Team Id,Game Id
172,6.88,"(1.33, -5.81, 5.96)",[3.04 1.59 1.54 0.92 1.03],0.0,Jayson Tatum,2,TO,foul,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
77,3.08,"(1.97, -5.67, 6.0)",[-0.1   0.81 -0.71 -1.18 -1.69],0.0,Robert Williams III,4,TO,foul,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
172,6.88,"(nan, nan, nan)",,,Marcus Smart,4,TO,foul,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
28,1.12,"(-0.58, 4.85, 4.88)",[-0.96 -1.93 -2.39 -3.1  -2.62],0.0,Marcus Smart,5,TO,turnover,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
27,1.08,"(0.12, 0.96, 0.97)",[-0.75 -0.94 -0.33 -1.05 -1.25],0.0,Payton Pritchard,6,TO,shot,6.0,2.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
75,3.0,"(6.3, -6.25, 8.87)",[3.52 3.12 1.85 0.74 2.78],0.0,Marcus Smart,6,TO,shot,6.0,2.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
1,0.04,"(0.0, 0.0, 0.0)",[0. 0. 0. 0. 0.],0.0,Payton Pritchard,7,TO,shot,1.0,41.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
79,3.16,"(8.01, -6.92, 10.59)",[2.16 2.39 2.58 2.39 3.16],1.0,Payton Pritchard,7,TO,shot,1.0,41.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
86,3.44,"(3.12, -1.07, 3.3)",[-0.7   0.79  1.03  0.24  0.96],0.0,Robert Williams III,8,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
110,4.4,"(0.79, -5.25, 5.31)",[-1.96  0.36 -0.3  -1.75 -0.6 ],0.0,Robert Williams III,8,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
115,4.6,"(6.77, -0.32, 6.78)",[2.65 3.77 2.99 4.14 5.05],0.0,Jaylen Brown,9,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
152,6.08,"(18.62, -17.45, 25.52)",[11.35 16.09 21.39 15.05 17.84],0.0,Al Horford,9,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
52,2.08,"(1.28, -0.86, 1.54)",[0.42 0.84 0.65 0.39 0.64],0.0,Robert Williams III,10,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
141,5.64,"(7.0, -3.6, 7.87)",[3.59 5.73 7.26 1.5  5.15],0.0,Jayson Tatum,11,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
89,3.56,"(11.43, -10.54, 15.55)",[7.2  3.1  9.22 6.09 5.34],0.0,Al Horford,12,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
109,4.36,"(9.36, 4.14, 10.23)",[1.5  3.98 7.05 4.08 6.68],0.0,Al Horford,14,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
134,5.36,"(-1.79, -4.09, 4.46)",[-11.2   -9.11  -5.27  -7.58  -2.  ],0.0,Marcus Smart,14,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
102,4.08,"(7.33, 7.21, 10.28)",[4.29 2.24 5.74 3.5  3.9 ],0.0,Jayson Tatum,16,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
129,5.16,"(-1.1, -7.83, 7.91)",[-2.96 -3.79 -2.35 -3.43 -3.71],0.0,Payton Pritchard,16,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
163,6.52,"(5.45, 9.63, 11.07)",[1.97 7.69 3.07 3.39 0.17],0.0,Grant Williams,17,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
72,2.88,"(4.15, -3.65, 5.53)",[0.53 1.76 1.13 0.97 1.89],0.0,Marcus Smart,18,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
104,4.16,"(1.65, 2.55, 3.04)",[-0.44  0.81 -0.94 -0.37  0.32],0.0,Payton Pritchard,18,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
68,2.72,"(8.79, 0.37, 8.8)",[2.83 3.96 0.88 1.97 0.81],0.0,Robert Williams III,19,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
138,5.52,"(7.45, 1.63, 7.63)",[2.85 3.59 6.4  1.35 7.22],0.0,Grant Williams,20,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
100,4.0,"(0.82, -1.14, 1.4)",[-0.06  0.38  0.35  0.32  0.2 ],0.0,Jaylen Brown,21,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
117,4.68,"(1.99, 10.23, 10.42)",[-2.75 -0.01  0.39 -1.13 -1.47],0.0,Al Horford,21,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
113,4.52,"(5.44, 3.09, 6.26)",[1.36 1.28 1.99 2.06 0.6 ],0.0,Al Horford,23,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
194,7.76,"(1.39, 0.55, 1.49)",[1.04 0.72 1.65 1.03 0.76],0.0,Robert Williams III,24,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
74,2.96,"(13.36, -9.09, 16.16)",[6.29 9.16 8.13 7.75 7.3 ],0.0,Jayson Tatum,25,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
77,3.08,"(3.98, 1.64, 4.3)",[ 1.    2.51 -0.63  1.46  1.75],0.0,Al Horford,26,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
64,2.56,"(2.65, 2.27, 3.49)",[ 0.42  1.35 -0.28  1.66  1.38],0.0,Grant Williams,28,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
101,4.04,"(5.5, -3.0, 6.26)",[2.94 3.95 1.76 1.66 5.64],0.0,Al Horford,29,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
129,5.16,"(7.04, 15.56, 17.08)",[ 1.57  5.75 -0.28 -0.06  3.3 ],0.0,Jayson Tatum,29,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
70,2.8,"(4.18, 4.54, 6.17)",[0.9  1.05 0.93 1.64 1.91],0.0,Payton Pritchard,30,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
92,3.68,"(0.75, 0.97, 1.23)",[ 0.39  0.91 -0.53  1.02  0.51],0.0,Grant Williams,32,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
169,6.76,"(14.83, 7.67, 16.7)",[12.95  8.79 12.79  8.22 11.53],1.0,Marcus Smart,32,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
79,3.16,"(15.08, -8.9, 17.51)",[ 5.96 11.32  5.04 14.37 12.08],1.0,Al Horford,33,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
85,3.4,"(10.61, -8.77, 13.77)",[ 9.57  7.52  2.73 10.4   3.14],1.0,Al Horford,34,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
86,3.44,"(0.94, -1.26, 1.57)",[-0.11  0.94 -0.02  1.06  0.46],0.0,Grant Williams,35,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
114,4.56,"(40.6, 17.87, 44.36)",[23.67 34.97 25.9  29.59 33.86],3.0,Marcus Smart,35,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
53,2.12,"(5.12, 4.21, 6.63)",[3.07 3.51 2.75 3.51 3.39],0.0,Payton Pritchard,36,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
92,3.68,"(0.75, 1.75, 1.9)",[ 0.06 -0.31  0.72  0.3  -0.27],0.0,Nik Stauskas,37,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
108,4.32,"(3.61, -9.58, 10.24)",[-1.23 -4.77  1.08 -2.67 -2.06],0.0,Aaron Nesmith,37,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
123,4.92,"(12.46, 11.38, 16.87)",[ 7.53  6.96 12.01 11.    7.76],0.0,Aaron Nesmith,38,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
123,4.92,"(13.85, -12.25, 18.49)",[9.73 9.98 5.58 5.83 2.93],0.0,Aaron Nesmith,39,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
82,3.28,"(1.07, 0.37, 1.13)",[0.72 0.27 1.14 0.19 0.8 ],0.0,Nik Stauskas,40,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
21,0.84,"(6.63, 8.98, 11.16)",[3.8  4.33 4.3  2.15 4.03],0.0,Al Horford,43,REB,shot,1.0,52.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
131,5.24,"(6.78, -1.77, 7.01)",[6.54 4.25 3.95 4.93 3.67],3.0,Marcus Smart,43,REB,shot,1.0,52.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
19,0.76,"(11.76, 10.11, 15.51)",[7.33 8.   5.08 5.1  7.19],0.0,Robert Williams III,44,REB,shot,2.0,41.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
47,1.88,"(31.25, -0.34, 31.25)",[21.37 19.99 23.62 21.29 22.76],2.0,Jayson Tatum,45,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
131,5.24,"(-8.71, 3.96, 9.57)",[ -7.54  -8.79  -8.27 -12.04  -6.65],0.0,Marcus Smart,45,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
196,7.84,"(nan, nan, nan)",,,Jayson Tatum,45,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
185,7.4,"(8.25, -0.69, 8.28)",[7.47 8.58 8.13 7.6  7.9 ],1.0,Jaylen Brown,47,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
41,1.64,"(27.08, 15.77, 31.34)",[15.88 20.8  18.38 17.89 18.17],2.0,Jaylen Brown,49,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
120,4.8,"(9.51, -3.32, 10.07)",[7.91 8.09 1.99 3.41 6.79],1.0,Marcus Smart,49,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
131,5.24,"(-3.32, -9.67, 10.22)",[-3.28 -2.19 -3.85 -2.82 -5.04],0.0,Jaylen Brown,50,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
151,6.04,"(0.7, 4.97, 5.02)",[0.91 1.3  0.95 1.02 0.07],0.0,Grant Williams,50,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
41,1.64,"(7.54, 11.46, 13.72)",[3.56 0.93 1.97 0.97 2.38],0.0,Grant Williams,51,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
103,4.12,"(8.81, 1.24, 8.9)",[7.04 5.02 3.21 4.69 8.3 ],1.0,Marcus Smart,51,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
195,7.8,"(nan, nan, nan)",,,Al Horford,51,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
40,1.6,"(15.21, 14.4, 20.95)",[10.29  9.62  9.4   8.37 10.58],2.0,Al Horford,52,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
191,7.64,"(5.63, 4.7, 7.33)",[4.03 4.79 2.72 4.18 4.14],2.0,Marcus Smart,53,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
37,1.48,"(6.41, -9.5, 11.46)",[2.2  4.71 3.85 1.65 3.02],1.0,Grant Williams,54,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
70,2.8,"(24.27, 4.68, 24.72)",[14.83 13.66 14.26 21.9  19.78],2.0,Marcus Smart,55,REB,shot,6.0,2.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
28,1.12,"(12.93, 3.45, 13.38)",[12.1   9.28  8.62 10.73  7.44],1.0,Payton Pritchard,56,REB,shot,1.0,50.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
26,1.04,"(0.96, 7.19, 7.25)",[-2.54  0.43 -1.95 -2.05 -3.8 ],0.0,Jaylen Brown,57,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
137,5.48,"(9.92, 6.55, 11.89)",[9.31 5.46 8.69 9.01 8.11],1.0,Marcus Smart,57,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
140,5.6,"(-5.15, 18.72, 19.42)",[-4.39 -4.48 -5.25 -7.41 -6.59],0.0,Jayson Tatum,58,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
164,6.56,"(8.8, 8.9, 12.52)",[8.12 8.95 9.   6.95 8.01],2.0,Marcus Smart,58,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
8,0.32,"(0.95, 1.58, 1.84)",[0.69 0.76 1.35 0.77 0.19],0.0,Jayson Tatum,60,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
24,0.96,"(0.69, -14.1, 14.12)",[-2.91 -0.58  1.41 -1.95 -4.53],0.0,Robert Williams III,60,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
56,2.24,"(25.12, 12.32, 27.98)",[16.45 19.99 18.68 19.29 19.08],0.0,Al Horford,60,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
195,7.8,"(nan, nan, nan)",,,Marcus Smart,60,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
70,2.8,"(0.03, -2.61, 2.61)",[-2.27 -1.38 -2.31 -1.9  -2.42],0.0,Grant Williams,61,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
17,0.68,"(-0.05, -0.61, 0.61)",[-1.04 -0.88 -0.28 -0.7  -0.53],0.0,Robert Williams III,63,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
140,5.6,"(12.71, -6.04, 14.07)",[ 8.62 11.2   9.    8.14  9.45],4.0,Marcus Smart,64,REB,shot,1.0,5.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
33,1.32,"(11.1, 8.96, 14.27)",[5.93 3.5  4.9  4.32 4.56],1.0,Marcus Smart,65,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
123,4.92,"(4.27, 10.88, 11.69)",[4.69 3.84 3.24 6.3  2.78],0.0,Jaylen Brown,65,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
158,6.32,"(10.64, -9.02, 13.95)",[ 9.29  6.31  9.32 10.45  7.17],1.0,Marcus Smart,65,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
1,0.04,"(0.0, 0.0, 0.0)",[0. 0. 0. 0. 0.],0.0,Al Horford,67,REB,turnover,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
30,1.2,"(23.92, 7.58, 25.09)",[22.23  6.14 14.45 10.35 21.47],0.0,Al Horford,67,REB,turnover,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
70,2.8,"(-15.26, -2.71, 15.5)",[-15.62 -18.17 -21.3  -22.42 -19.8 ],0.0,Payton Pritchard,67,REB,turnover,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
92,3.68,"(nan, nan, nan)",,,Al Horford,67,REB,turnover,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
19,0.76,"(-0.27, 1.0, 1.04)",[-0.89 -1.25 -0.68 -1.35 -1.11],0.0,Nik Stauskas,69,REB,stoppage,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
43,1.72,"(0.89, -1.25, 1.53)",[ 0.3  -0.25  0.85  0.36  0.36],0.0,Luke Kornet,70,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
151,6.04,"(5.15, 18.57, 19.27)",[ 3.14  1.8  -1.87  3.47  1.21],0.0,Nik Stauskas,70,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
73,2.92,"(-0.21, 0.42, 0.47)",[-0.63 -0.49 -0.82 -0.73 -1.47],0.0,Daniel Theis,71,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
117,4.68,"(-0.7, -6.18, 6.22)",[-0.74  1.65 -1.56 -0.75 -4.23],0.0,Aaron Nesmith,72,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,8dce1f94-e8d6-45a4-94b0-6f6f3378b8b5
57,2.28,"(5.44, -3.05, 6.24)",[3.33 4.32 4.46 4.76 2.38],0.0,P.J. Tucker,0,TO,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
188,7.52,"(6.08, -5.29, 8.06)",[4.69 6.22 6.53 3.44 6.07],1.0,Jimmy Butler,0,TO,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
1,0.04,"(0.0, 0.0, 0.0)",[0. 0. 0. 0. 0.],0.0,P.J. Tucker,1,TO,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
37,1.48,"(nan, nan, nan)",,,Max Strus,2,TO,turnover,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
65,2.6,"(4.43, -3.07, 5.39)",[2.25 1.78 2.33 3.85 1.37],0.0,Duncan Robinson,3,TO,shot,2.0,1.0,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
87,3.48,"(0.25, -0.42, 0.49)",[-0.59 -1.49 -0.55 -0.29 -0.67],0.0,Victor Oladipo,3,TO,shot,2.0,1.0,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
127,5.08,"(-9.96, 8.61, 13.17)",[-10.95 -10.85 -10.39 -17.3   -9.04],0.0,Duncan Robinson,3,TO,shot,2.0,1.0,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
1,0.04,"(0.0, 0.0, 0.0)",[0. 0. 0. 0. 0.],0.0,Victor Oladipo,4,TO,turnover,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
56,2.24,"(18.83, -4.66, 19.4)",[19.35 13.97 17.59 17.89 18.08],1.0,Gabe Vincent,4,TO,turnover,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
94,3.76,"(2.92, -13.49, 13.8)",[-2.24 -1.22 -0.67 -3.12  0.58],0.0,Jimmy Butler,5,TO,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
139,5.56,"(-0.36, 0.6, 0.7)",[-1.65 -1.1  -0.52 -1.48 -0.78],0.0,Duncan Robinson,5,TO,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
1,0.04,"(0.0, 0.0, 0.0)",[0. 0. 0. 0. 0.],0.0,Duncan Robinson,6,TO,shot,1.0,76.0,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
27,1.08,"(0.1, -0.4, 0.41)",[-0.47 -0.11 -0.08 -0.05  0.8 ],0.0,Duncan Robinson,6,TO,shot,1.0,76.0,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
46,1.84,"(16.79, 10.62, 19.87)",[ 7.3  11.09 11.68  7.67 17.84],0.0,Jimmy Butler,6,TO,shot,1.0,76.0,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
142,5.68,"(5.72, -0.23, 5.72)",[5.61 4.72 4.47 4.09 2.8 ],0.0,P.J. Tucker,7,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
77,3.08,"(8.66, -4.85, 9.93)",[6.58 5.36 5.54 2.81 6.88],0.0,Max Strus,8,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
97,3.88,"(18.58, 12.62, 22.46)",[15.44 14.84 14.47  9.17 15.63],1.0,Kyle Lowry,8,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
91,3.64,"(10.96, -8.61, 13.94)",[9.85 4.55 3.47 7.22 5.3 ],0.0,Bam Adebayo,9,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
120,4.8,"(10.49, 17.93, 20.77)",[7.1  1.84 0.6  6.68 6.57],0.0,Max Strus,9,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
68,2.72,"(2.63, 0.97, 2.8)",[2.03 0.96 2.15 1.5  1.21],0.0,Max Strus,10,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
91,3.64,"(23.67, 10.88, 26.05)",[19.46 13.45 20.99 17.48 18.71],0.0,Kyle Lowry,10,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,41e19d08-ff3c-4fd7-8032-8a37f7768f07
